// Monsters Additional Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper

// Added items :3
2373,ROCK,Rock,Rock,1,15,0,0,0,1,1,2,100,99,0,0,0,0,0,0,7,12,0,3,22,0x40,2000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,THICKET,Thicket,Thicket,1,15,0,0,0,1,1,2,100,99,0,0,0,0,0,0,7,12,0,3,22,0x40,2000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,MOROCC_4_142,Incarnation of Morroc,Incarnation of Morroc,100,4444,1,0,0,1,371,456,80,6,114,88,62,97,164,43,10,12,1,6,69,0x83,150,1536,648,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,MOROCC_2_142,Incarnation of Morroc,Incarnation of Morroc,100,2000,1,0,0,1,381,464,81,5,121,86,71,65,113,44,10,12,1,6,67,0x83,150,576,648,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,E_NOVUS_,Novus,Novus,1,12,1,0,0,1,50,100,1,1,1,10,1,10,30,5,10,12,0,9,20,0x83,100,252,816,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,MER_ANTLER_SCARABA,Antler Scaraba,Antler Scaraba,136,30000,1,0,0,1,1418,1828,155,102,23,99,59,129,137,45,10,12,1,4,42,0x37B5,200,504,624,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,XMAS_SMOKEY_SOCK,Smokey Sock,Socks Stealing Raccoon,10,10,1,0,0,1,70,81,1,0,1,1,16,5,100,100,10,12,0,2,22,0x1C1,200,1576,576,420,0,0,0,0,0,0,0,7909,3000,7910,3000,6682,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,XMAS_SMOKEY_GIFT,Smokey Gift,Gift Stealing Raccoon,10,10,1,0,0,1,70,81,1,0,1,1,16,5,100,100,10,12,0,2,22,0x1C1,200,1576,576,420,0,0,0,0,0,0,0,7909,3000,7910,3000,6682,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Monsters Waiting To Be Coded In
//2381,E_VADON_X_S
//2382,E_VADON_X_H
//2383,E_VADON_X_H_S
//2384,KRAKEN_LEG_1
//2385,KRAKEN_LEG_2
//2386,KRAKEN_LEG_3
//2387,KRAKEN_LEG_4
//2388,KRAKEN_LEG_5
//2389,G_KRAKEN_LEG_1
//2390,G_KRAKEN_LEG_2
//2391,G_KRAKEN_LEG_3
//2392,G_KRAKEN_LEG_4
//2393,G_KRAKEN_LEG_5
//2394,MERMAN_SE
//2395,SEIREN
//2396,POSEIDON
//2397,KRAKEN_BABY
2398,LITTLE_PORING,Little Poring,Little Poring,1,40,1,18,10,1,8,9,2,5,6,1,1,0,6,5,10,12,0,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,9000,1202,100,938,1000,512,5000,507,1000,512,500,507,1000,0,0,0,0,4545,1
//2399,E_MINI_DEMON
//2400,E_DIABOLIC
2401,G_PORING,Poring,Poring,1,60,1,0,0,1,8,9,2,5,6,1,1,0,6,5,10,12,1,3,21,0x83,400,1872,480,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,POPORING_IMMUNE_M,POPORING_IMMUNE_M,Poporing,30,524,1,99,112,1,74,20,36,17,17,26,20,18,36,5,10,12,1,3,25,0x0,300,1672,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,POPORING_IMMUNE_A,POPORING_IMMUNE_A,Poporing,30,524,1,99,112,1,74,20,36,17,17,26,20,18,36,5,10,12,1,3,25,0x0,300,1672,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,DEAD_PLANKTON,Dead Plankton,Dead Plankton,9,95,1,31,23,1,18,19,21,3,14,5,10,0,10,3,10,12,0,1,29,0x81,400,2208,324,1008,0,0,0,0,0,0,0,1052,2000,910,70,938,170,970,1,630,5,645,10,0,0,0,0,0,0,0,0
2405,WEAK_SKELETON,Weak Skeleton,Weak Skeleton,18,280,1,58,43,1,25,33,12,2,15,5,10,0,12,0,10,12,1,1,29,0x91,200,2228,576,528,0,0,0,0,0,0,0,1010,45,932,800,1505,40,909,1500,507,500,2609,15,0,0,0,0,0,0,0,0
2406,WEAK_SKEL_SOLDIER,Weak Soldier Skeleton,Weak Soldier Skeleton,23,468,1,72,81,1,66,75,28,5,18,9,28,5,43,5,10,12,1,1,29,0x3885,200,2276,432,576,0,0,0,0,0,0,0,932,1300,756,15,1214,3,507,170,934,2,2315,1,1216,10,0,0,0,0,0,0
2407,SAILOR_SKELETON,Sailor Skeleton,Sailor Skeleton,19,310,1,58,43,1,27,35,12,2,15,5,10,0,12,0,10,12,1,1,29,0x3885,200,2228,576,528,0,0,0,0,0,0,0,932,700,2287,4,7477,1,2211,60,1104,60,756,10,628,5,0,0,0,0,0,0
2408,DUMMY_10,Dummy 10,Dummy 10,10,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1,0,20,0x200000,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,DUMMY_50,Dummy 50,Dummy 50,50,99999999,1,0,0,0,0,0,50,50,0,0,0,0,0,0,0,200,1,0,20,0x200000,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,DUMMY_100,Dummy 100,Dummy 100,100,99999999,1,0,0,0,0,0,90,90,0,0,0,0,0,0,0,200,1,0,20,0x200000,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,DUMMY_150,Dummy 150,Dummy 150,150,99999999,1,0,0,0,0,0,120,120,0,0,0,0,0,0,0,200,1,0,20,0x200000,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2412,E_VALKIWI
2413,DUMMY_10_FIRE,Dummy 10,Dummy 10,10,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1,0,23,0x0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//2414,RUNAWAY_BOOK
//2415,L_SEYREN
//2416,L_EREMES
//2417,L_HARWORD
//2418,L_SHECIL
//2419,L_KATRINN
//2420,L_MAGALETA
//2421,L_YGNIZEM
//2422,L_WHIKEBAIN
//2423,L_ARMAIA
//2424,L_KAVAC
//2425,L_DANCER
//2426,L_RAWREL
//2427,L_EREND
//2428,G_L_SEYREN
//2429,G_L_EREMES
//2430,G_L_HARWORD
//2431,G_L_SHECIL
//2432,G_L_KATRINN
//2433,G_L_MAGALETA
//2434,G_L_YGNIZEM
//2435,G_L_WHIKEBAIN
//2436,G_L_ARMAIA
//2437,G_L_KAVAC
//2438,G_L_DANCER
//2439,G_L_RAWREL
//2440,G_L_EREND
//2441,B_NOVICE
//2442,B_SUPERNOVICE
//2443,AIRA
//2444,KULUNA
//2445,MALLINA
//2446,EZELLA
//2447,LUNE
//2448,MORIN
//2449,NASARIN
//2450,THIEF_PORING
//2451,BABY_STRANGE
//2452,TREASURE_BOX_TE
//2453,TREASURE_BOX_TE_1
//2454,TREASURE_BOX_TE_2
//2455,TREASURE_BOX_TE_3
//2456,TREASURE_BOX_TE_4
//2457,TREASURE_BOX_TE_5
//2458,TREASURE_BOX_TE_6
//2459,TREASURE_BOX_TE_7
//2460,TREASURE_BOX_TE_8
//2461,TREASURE_BOX_TE_9
//2462,TREASURE_BOX_TE_10
//2463,E_BOMBPORING

// Old Glast Heim Memorial [DanielArt]
2464,ZOMBIE,Zombie,Zombie,130,27600,1,117,87,1,38,50,20,3,15,8,17,0,15,0,10,12,1,1,29,0x3885,400,2612,912,288,0,0,0,0,0,0,0,957,9000,724,5,938,1000,958,50,727,70,0,0,13440,10,6608,25,6607,25,4038,1
2465,WRAITH,Wraith,Wraith,132,35160,1,1190,1191,1,335,396,80,40,62,26,30,55,76,5,10,12,2,1,89,0x3695,300,1816,576,240,0,0,0,0,0,0,0,1059,5820,2206,10,2506,2,716,650,602,1300,13440,10,731,5,6607,250,6607,10,4190,1
2466,GHOUL,Ghoul,Ghoul,133,58160,1,583,656,1,216,245,78,5,56,12,19,11,27,10,10,12,1,1,49,0x3885,250,2456,912,504,0,0,0,0,0,0,0,958,6000,756,110,509,700,511,800,2609,60,934,150,13440,10,6607,250,6607,10,4110,1
2467,ARCLOUSE,Arclouse,Arclouze,133,5811,1,1844,2607,1,269,309,101,36,60,73,45,35,140,15,10,12,1,4,42,0x3195,100,960,500,480,0,0,0,0,0,0,0,1096,3500,938,3000,943,800,912,450,716,300,997,20,912,2500,6608,25,6607,25,4240,1
2468,RAYDRIC,Raydric,Raydric,135,45080,1,20770,2076,1,572,668,89,15,129,87,55,32,76,27,10,12,2,7,47,0x3095,150,824,780,420,0,0,0,0,0,0,0,985,106,2266,1,2315,2,1158,2,1116,100,2949,1,21007,1,6608,25,6607,25,4133,1
2469,RAYDRIC_ARCHER,Raydric Archer,Raydric Archer,136,44370,1,1049,1332,9,377,395,63,40,53,24,40,15,112,30,10,12,1,6,47,0x2185,200,1152,1152,480,0,0,0,0,0,0,0,7054,4656,0,0,2315,2,2949,1,21007,1,1715,3,985,106,6607,250,6607,10,4187,1
2470,KNIGHT_OF_ABYSS,Knight of Abyss,Abysmal Knight,122,225789,1,4779,4013,1,810,1002,102,50,121,55,68,70,97,37,10,12,2,7,87,0x3695,300,1500,500,1000,0,0,0,0,0,0,0,1064,5335,7023,5,2318,1,1421,25,21007,3,15066,1,15014,10,6608,25,6607,25,4140,1
2471,KHALITZBURG,Khalitzburg,Khalitzburg,118,50860,1,2862,2147,1,737,833,125,10,121,48,40,31,89,32,10,12,2,1,29,0x3695,350,528,1000,396,0,0,0,0,0,0,0,932,8000,985,191,5017,1,2108,2,1004,10,15014,2,1127,2,6607,250,6607,10,4136,1
2472,BLOODY_KNIGHT,Bloody Knight,Bloody Knight,116,123000,1,7348,6511,3,942,1065,122,50,132,59,70,57,98,45,10,12,2,0,87,0x3695,250,828,528,192,0,0,0,0,0,0,0,7054,4850,2229,45,2317,5,2125,62,1170,1,1417,2,15014,5,6607,250,6607,10,4320,1
2473,UNDEAD_KNIGHT_MALE,Undead Knight,Undead Knight,133,1500000,0,4500,3375,2,751,880,122,62,122,87,54,65,103,65,14,16,2,7,80,0x37B5,170,140,384,288,0,0,0,0,0,0,0,7069,3000,1370,30,1163,50,1168,1,2122,10,1176,50,6223,100,6607,250,6607,10,4427,1
2474,UNDEAD_KNIGHT_FEMALE,Undead Knight,Undead Knight,133,1500000,0,4500,3375,2,751,880,122,62,122,87,54,65,103,65,14,16,2,7,80,0x37B5,170,140,384,288,0,0,0,0,0,0,0,7069,3000,1370,30,1163,50,1168,1,2122,10,1176,50,6223,100,6608,25,6607,25,4427,1
2475,ROOT_OF_CORRUPTION,Root of Corruption,Root of Corruption,136,3190000,1,240120,187920,3,710,1762,213,123,86,89,120,131,101,92,14,12,2,7,62,0x1A4,170,854,2016,480,120060,607,5500,608,3500,732,5500,5053,150,2949,50,7211,7760,985,3880,616,400,1552,10,607,3000,6608,25,6607,25,4603,1
2476,AMDARIAS,Amdarias,Amdarias,143,3283990,1,74288,77950,2,8860,10022,32,66,140,159,30,109,300,90,10,12,2,2,63,0x37B5,200,1152,1152,576,37144,617,5500,617,5000,616,2000,7444,5000,1377,100,1422,100,607,500,2022,50,21007,60,15066,60,6608,25,6607,25,4601,1
2477,WANDER_MAN,Wander Man,Wanderer,120,23007,1,3389,2466,2,711,816,64,5,118,92,36,15,107,33,10,12,1,6,24,0x3795,100,672,500,192,0,0,0,0,0,0,0,7005,4850,616,1,13015,5,2270,5,610,650,984,217,1164,1,6608,25,6607,25,4210,1
2478,RIDEWORD,Rideword,Rideword,74,18222,1,810,1212,1,352,374,61,38,67,53,32,44,104,5,10,12,0,0,60,0x3695,150,864,500,192,0,0,0,0,0,0,0,1097,4850,1553,4,1554,4,1555,2,1556,2,7015,300,1006,20,6608,25,6607,25,4185,1
2479,MIMIC,Mimic,Mimic,56,10939,1,486,548,1,621,443,63,15,49,120,20,15,199,0,10,12,1,0,60,0x3095,100,972,500,288,0,0,0,0,0,0,0,617,5,603,45,1065,1200,611,3000,7938,1000,2626,1,757,270,6608,25,6607,25,4205,1
2480,EVIL_DRUID,Evil Druid,Evil Druid,80,19149,1,1339,1280,1,344,412,88,45,62,32,24,45,71,5,10,12,2,1,89,0x3695,300,2276,576,336,0,0,0,0,0,0,0,2217,10,1615,1,2508,2,1551,10,610,200,7478,4,509,2000,6608,25,6607,25,4141,1
2481,WRAITH,Wraith,Wraith,77,23168,1,1190,1191,1,335,396,80,40,62,26,30,55,76,5,10,12,2,1,89,0x3695,300,1816,576,240,0,0,0,0,0,0,0,1059,5820,2206,10,2506,2,716,650,602,1300,2505,10,731,5,6608,25,6607,25,4190,1
2482,KHALITZBURG,Khalitzburg,Khalitzburg,118,139860,1,2862,2147,1,737,833,125,10,121,48,40,31,89,32,10,12,2,1,29,0x3695,350,528,1000,396,0,0,0,0,0,0,0,932,8000,985,191,5017,1,2108,2,1004,10,15014,2,1127,2,6608,25,6607,25,4136,1

//2483,NG_BAPHOMET
//2484,G_NG_BAPHOMET_
//2485,NG_CHIMERA
//2486,ISIS_ANNIV
//2487,PASANA_ANNIV
//2488,OSIRIS_ANNIV
//2489,GM_WOMAN
//2490,GM_SAY
//2491,GM_SMOKIE
//2492,GM_PHOENIX
//2493,GM_MEN
//2494,GM_HINALLE
//2495,HIDDEN_MOB2
//2496,I_UZHAS
//2497,I_DOKEBI
//2498,G_WISH_MAIDEN
//2499,J_PORING
//2500,E_MEGALODON
//2501,E_ASTER
//2502,E_CRAB
//2503,E_SHELLFISH
//2504,E_COELACANTH_N_E
//2505,E_RED_ERUMA
//2506,E_KING_DRAMOH
//2507,E_CORNUTUS
//2508,E_PENOMENA
//2509,KRAKEN_LEG_6
//2510,WATERMELON_1
//2511,WATERMELON_2
//2512,WATERMELON_3
//2513,WATERMELON_4
//2514,WATERMELON_5
//2515,WATERMELON_6
//2516,WATERMELON_7
//2517,WATERMELON_8
//2518,WATERMELON_9
//2519,WATERMELON_10
//2520,WATERMELON_11
//2521,WATERMELON_12
//2522,WATERMELON_13
//2523,WATERMELON_14
//2524,WATERMELON_15
//2525,WATERMELON_16

// ???
2526,E_BANDIT,Bandit,Bandit,119,72280,34343,4534,7654,2,42,65,75,45,50,80,20,45,124,65,5,14,0,7,67,0x85,230,432,840,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,ME_ANOPHELES,Anopheles,Anopheles,115,76332,1,2500,1322,1,300,400,0,0,40,70,40,40,80,40,10,12,0,4,64,0x3985,170,1084,2304,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Faceworm Nest [DanielArt]
2528,FACEWORM,Faceworm,Faceworm,144,332280,34343,7534,7943,2,230,450,75,98,59,85,56,45,124,32,5,14,1,9,82,0x195,200,430,840,216,,,,,,,,,,,,,,,,,,,,926,100,7326,100,13089,1,,
2529,FACEWORM_QUEEN,Faceworm Queen,Faceworm Queen,145,15172280,10343,20534,47943,2,1030,1750,81,98,59,85,56,45,124,32,5,14,2,9,82,0x1B5,200,430,840,216,10000,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,FACEWORM_DARK,Dark Faceworm,Dark Faceworm,144,5332280,34343,7534,7943,2,350,550,75,98,59,85,56,45,124,32,5,14,1,9,82,0x195,200,430,840,216,,,,,,,,,,,,,,,,,,,,926,100,7326,100,13089,10,,
2531,VENOM_BUG,Venom Bug,Venom Bug,141,230675,34343,0,0,2,100,150,75,98,59,85,56,45,90,32,5,14,0,4,65,0x185,60,430,840,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,FACEWORM_QUEEN_R,Red Faceworm Queen,Red Faceworm Queen,145,15172280,10343,20534,47943,2,1020,1450,81,98,59,85,56,45,124,32,5,14,2,9,83,0x1B5,200,430,840,216,10000,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,FACEWORM_QUEEN_G,Green Faceworm Queen,Green Faceworm Queen,145,15172280,10343,10534,47943,2,1020,1450,81,98,59,85,56,45,124,32,5,14,2,9,85,0x1B5,200,430,840,216,10000,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,FACEWORM_QUEEN_B,Blue Faceworm Queen,Blue Faceworm Queen,124,14572280,10343,20534,47943,2,1030,2500,81,98,59,85,56,45,124,32,5,14,2,9,81,0x1B5,200,430,840,216,10000,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,FACEWORM_QUEEN_Y,Yellow Faceworm Queen,Yellow Faceworm Queen,145,15172280,10343,20534,47943,2,1030,2450,81,98,59,85,56,45,124,32,5,14,2,9,84,0x1B5,200,430,840,216,10000,,,,,,,,,,,,,,,,,,,13124,100,13090,100,13089,100,,
//2536,HIDDEN_MOB3,
//2537,HIDDEN_MOB4,
2538,E_KING_PORING,King Poring,King Poring,135,2614000,92492,37532,24543,4,1050,1450,108,46,100,70,43,67,90,67,10,12,2,6,87,0x49A5,400,720,840,216,10234,,,,,,,,,,,,,6719,500,,,,,,,,,,,,


//2539,HIDDEN_MOB5,
2542,FACEWORM_EGG,Faceworm Egg,Faceworm Egg,119,20990,1,2862,2147,0,503,653,172,85,84,59,85,40,118,65,10,12,1,9,40,0x0,1000,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,FACEWORM_LARVA,Faceworm Larva,Faceworm Larva,115,52675,34343,0,0,2,100,150,75,98,59,85,56,45,90,32,5,14,0,4,65,0x185,50,430,840,216,,,,,,,,,,,,,,,,,,,,,,,,,,,

// Sara's Memories [DanielArt]
2542,IRENE_ELDER,Irene Elder,Irene Elder,145,15172280,10343,20534,47943,2,1300,2500,100,54,135,120,56,45,150,78,5,15,1,10,82,0x7B5,145,430,840,216,10000,100,,,,,,,,,,,,,,,,,,15101,10,13013,10,35038,10,,
2543,PAYONSOLDIER,Payon Guard,Payon Soldier,125,472675,34343,7634,8043,2,100,250,100,54,120,85,56,45,120,32,5,14,1,7,40,0x185,150,430,840,216,,,,,,,,,,,,,,,,,,,,,,6071,100,35039,1,,
2544,PAYONSOLDIER2,Payon Guard,Payon Soldier,125,472675,34343,7634,8043,2,150,300,100,54,120,85,56,45,120,32,5,14,1,7,40,0x185,150,430,840,216,,,,,,,,,,,,,,,,,,,,,,6071,100,35039,1,,
2545,GUARDDOG,Guardian Dog,Guardian Dog,125,502675,34343,7634,8543,2,120,170,75,98,59,125,56,45,125,32,5,16,1,2,62,0x438D,130,430,840,216,,,,,,,,,,,,,,,,,,,,35040,1,1217,100,6252,100,,
2546,GUARDDOG2,Guardian Dog,Guardian Dog,125,502675,34343,7634,8543,2,130,195,75,98,59,125,56,45,125,32,5,16,1,2,62,0x438D,130,430,840,216,,,,,,,,,,,,,,,,,,,,35040,1,1217,100,6252,100,,

//2547,MER_GARM_BABY,
//2548,MER_HILLSRION,

// Geffen Magic Tournament [DanielArt]
2549,GEFFEN_MAGE_1,Aruhi,Aruhi,90,100000,1,8900,4550,2,130,195,64,38,99,99,99,99,99,99,5,16,1,7,20,0x385,130,430,840,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,GEFFEN_MAGE_2,Dio Anemos,Dio Anemos,95,200000,1,9440,4430,2,130,195,129,18,99,99,99,99,99,99,5,16,1,7,20,0x385,130,430,840,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,GEFFEN_MAGE_3_1,Thief of Geffen,Thief of Geffen,100,300000,1,9780,3665,2,140,220,93,36,110,110,110,110,110,110,5,16,1,7,20,0x385,130,430,840,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,GEFFEN_MAGE_3_2,Rogue of Geffen,Rogue of Geffen,100,300000,1,9780,3665,2,140,220,93,36,110,110,110,110,110,110,5,16,1,7,20,0x385,130,430,840,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,GEFFEN_MAGE_3_3,Yakuza of Geffen,Yakuza of Geffen,100,300000,1,9780,3665,2,140,220,93,36,110,110,110,110,110,110,5,16,1,7,20,0x385,130,430,840,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,GEFFEN_MAGE_4,Pemon,Pemon,100,400000,1,11660,4370,2,190,320,114,21,110,110,110,110,110,110,5,16,1,7,20,0x385,130,430,840,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,GEFFEN_MAGE_5,Ordre,Ordre,110,600000,1,15610,4861,2,190,320,107,21,110,110,110,110,110,110,5,16,1,7,20,0x385,130,430,840,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,GEFFEN_MAGE_6,Brut Haje,Brut Haje,120,1000000,1,20560,10010,2,210,395,66,47,135,135,135,135,135,135,5,16,1,7,48,0x385,130,430,840,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,GEFFEN_MAGE_7,Black Devil,Black Devil,130,1200000,1,26100,12030,2,215,420,135,10,135,135,135,135,135,135,5,16,1,7,20,0x385,130,430,840,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,GEFFEN_MAGE_8,Ifodas,Ifodas,140,1400000,1,46150,18900,2,320,505,120,60,135,135,135,135,135,135,5,16,1,7,20,0x385,130,430,840,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559,GEFFEN_MAGE_9,Lechenie,Lechenie,145,1600000,1,52060,24105,2,350,540,140,57,135,135,135,135,135,135,5,16,1,7,20,0x385,130,430,840,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,GEFFEN_MAGE_10,Odolico,Odolico,150,2000000,1,60027,40237,2,380,570,165,62,135,135,135,135,135,135,5,16,1,7,20,0x385,130,430,840,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,GEFFEN_MAGE_11,Ju,Ju,155,5000000,1,75335,52130,2,400,570,170,65,135,135,135,135,135,135,5,16,1,7,20,0x385,130,430,840,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,GEFFEN_MAGE_12,Tidy,Tidy,160,7000000,1,151317,123000,2,400,610,175,65,135,135,135,135,135,135,5,16,1,7,48,0x3A5,130,430,840,216,50000,100,,,,,,,,,,,,,,,,,,,,,,,,,
2563,FEI_KANABIAN,Fei Kanabian,Fei Kanabian,160,8000000,1,157975,110571,2,400,610,175,65,135,135,135,135,135,135,5,16,1,7,48,0x3A5,130,430,840,216,50000,100,,,,,,,,,,,,,,,,,,,,,,,,,
2564,GEFFEN_FENRIR,Fenris Fenrir,Fenris Fenrir,160,20000000,1,323300,300000,2,950,1320,200,70,135,135,135,135,135,135,5,16,1,7,48,0x3A5,130,430,840,216,50000,100,,,,,,,,,,,,,,,,,,,,,,4557,1000,4556,1
2565,ALPHONSE,Alphonse,Alphonse,150,1000000,1,0,0,2,950,1320,100,20,135,135,135,135,135,135,5,16,1,7,42,0x385,130,430,840,216,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2566,ALPHONSE_JR,Alphonse Jr,Alphonse Jr,150,1000000,1,0,0,2,950,1320,100,20,135,135,135,135,135,135,5,16,1,7,62,0x385,130,430,840,216,0,0,,,,,,,,,,,,,,,,,,,,,,,,,

//2567,E_GEFFEN_MAGE_3_2
//2568,E_GEFFEN_MAGE_3_3
//2569,G_ANOPHELES
//2570,G_BREEZE
//2571,G_BUTOIJO
//2572,G_CARAMEL
//2573,G_CHONCHON
//2574,G_CIVIL_SERVANT
//2575,G_COCO
//2576,G_CREAMY
//2577,G_FABRE
//2578,G_HORN
//2579,G_HYLOZOIST
//2580,G_KAHO
//2581,G_LUDE
//2582,G_LUNATIC
//2583,G_MARTIN
//2584,G_MINERAL
//2585,G_MOLE
//2586,G_NERAID
//2587,G_OBSIDIAN
//2588,G_PITMAN
//2589,G_POPORING
//2590,G_ROCKER
//2591,G_SAVAGE
//2592,G_SIORAVA
//2593,G_SIROMA
//2594,G_SNOWIER
//2595,G_STAINER
//2596,G_STAPO
//2597,G_STEEL_CHONCHON
//2598,G_UNGOLIANT
//2599,G_WILD_RIDER
//2600,G_WOLF
//2601,G_YOYO
//2602,G_ZIPPER_BEAR
2603,C1_ZOMBIE_SLAUGHTER,Swift Zombie Slaughter,Swift Zombie Slaughter,124,202200,1,10345,24315,1,1383,1954,100,45,117,58,82,13,136,21,10,12,1,1,69,13973,200,676,648,432,0,0,0,0,0,0,0,7752,3000,13404,10,934,1500,7753,3000,938,3000,6223,1,2886,10,0,0,0,0,4435,1
2604,C2_ZOMBIE_PRISONER,Solid Zombie Prisoner,Solid Zombie Prisoner,89,80450,1,4010,12345,1,552,740,89,28,87,39,58,5,82,10,10,12,1,1,69,12429,350,1768,500,192,0,0,0,0,0,0,0,1099,3500,7016,105,2266,1,716,600,930,3500,2408,39,985,112,0,0,0,0,4275,1
2605,C3_ZOMBIE_MASTER,Zombie Master Ringleader,Zombie Master Ringleader,119,127550,1,9010,31515,1,964,1359,78,46,55,60,48,49,86,48,10,12,1,1,29,13973,175,2612,912,288,0,0,0,0,0,0,0,7071,4413,938,1500,958,1500,723,200,727,100,12676,1,2324,2,0,0,0,0,4274,1
2606,C4_ZOMBIE,Furious Zombie,Furious Zombie,17,1170,1,290,645,1,67,84,20,3,15,10,17,0,15,0,10,12,1,1,29,14469,400,2612,912,288,0,0,0,0,0,0,0,957,9000,724,5,938,1000,958,50,727,70,0,0,0,0,0,0,0,0,4038,1
2607,C5_ZAKUDAM,Elusive Zakudam,Elusive Zakudam,115,86000,1,9360,19440,3,1110,1547,106,92,122,66,70,61,92,55,10,12,2,7,60,14469,180,580,288,360,0,0,0,0,0,0,0,7317,5000,999,500,984,200,985,200,13156,5,13167,5,2390,10,0,0,0,0,4474,1
2608,C1_YOYO,Swift Yoyo,Swift Yoyo,38,4490,1,675,2280,1,118,148,40,0,20,11,34,20,19,10,10,12,0,2,22,4235,200,1054,54,384,0,0,0,0,0,0,0,942,9000,513,1500,601,200,7182,900,753,10,756,24,578,1000,0,0,0,0,4051,1
2609,C2_YOYO,Solid Yoyo,Solid Yoyo,38,8980,1,675,2280,1,118,148,40,0,20,11,34,20,19,10,10,12,0,2,22,4235,200,1054,54,384,0,0,0,0,0,0,0,942,9000,513,1500,601,200,7182,900,753,10,756,24,578,1000,0,0,0,0,4051,1
2610,C3_WORM_TAIL,Wormtail Ringleader,Wormtail Ringleader,17,1000,1,290,645,1,47,58,16,0,10,6,14,5,12,35,10,12,1,3,22,145,200,1048,48,192,0,0,0,0,0,0,0,993,60,1011,25,906,5500,1408,30,508,70,601,5,10015,100,0,0,0,0,4034,1
